City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Yarada,IN,17.65,83.2667,73.72,100,20,2.3,mist
457,Santa Rosa,PH,14.3122,121.1114,82.09,71,80,8.63,broken clouds
458,Terney,RU,45.0503,136.6092,31.23,62,1,7.09,clear sky
459,Beloha,MG,-25.1667,45.05,74.84,63,0,4.5,clear sky
460,Wonosobo,ID,-7.36,109.9025,69.6,81,85,3.58,overcast clouds
461,Kiunga,PG,-6.1219,141.2906,88.56,61,43,1.92,scattered clouds
462,Zastron,ZA,-30.3023,27.084,54.34,55,0,2.98,clear sky
463,Ugoofaaru,MV,5.6667,73.0,81.93,76,21,8.03,few clouds
464,Coquimbo,CL,-29.9533,-71.3436,59.85,79,0,5.53,clear sky
465,Constitucion,CL,-35.3333,-72.4167,57.43,85,66,9.78,broken clouds
466,Cassilandia,BR,-19.1133,-51.7342,79.97,60,100,2.46,overcast clouds
467,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,82,100,8.46,overcast clouds
468,Nantucket,US,41.2835,-70.0995,62.26,90,75,21.85,broken clouds
469,Jiexiu,CN,37.0244,111.9125,36.97,41,100,1.25,overcast clouds
470,Mokhotlong,LS,-29.2894,29.0675,48.58,58,0,3.18,clear sky
471,Langarud,IR,37.197,50.1535,46.38,79,0,6.31,clear sky
472,Ahipara,NZ,-35.1667,173.1667,71.91,68,100,8.16,overcast clouds
473,Vilyuysk,RU,63.7553,121.6247,-33.45,100,99,1.01,overcast clouds
474,Ossora,RU,59.2353,163.0719,16.16,88,100,4.59,overcast clouds
475,Arman,RU,59.7,150.1667,11.19,78,100,6.64,overcast clouds
476,Mbandaka,CD,0.0487,18.2603,70.47,93,95,2.48,overcast clouds
477,Vaasa,FI,63.096,21.6158,10.94,85,0,3.44,clear sky
478,Sadiqabad,PK,28.3062,70.1307,59.83,35,0,6.8,clear sky
479,Cesena,IT,44.1391,12.2432,42.42,79,10,1.99,clear sky
480,Tevriz,RU,57.509,72.4042,5.74,95,100,5.7,overcast clouds
481,Vanavara,RU,60.34,102.2797,3.49,99,100,2.59,overcast clouds
482,Beidao,CN,34.5686,105.8933,37.24,87,100,4.47,overcast clouds
483,Viedma,AR,-40.8135,-62.9967,72.45,48,0,18.68,clear sky
484,Inhambane,MZ,-23.865,35.3833,75.83,87,7,6.38,clear sky
485,Uusikaupunki,FI,60.8004,21.4084,-3.48,94,88,5.41,overcast clouds
486,Gravdal,NO,68.1214,13.5031,24.46,62,6,10.65,clear sky
487,Santa Maria,BR,-29.6842,-53.8069,72.7,64,20,12.66,few clouds
488,Linxia,CN,35.6003,103.2064,28.49,62,100,0.72,overcast clouds
489,Mangalagiri,IN,16.4333,80.55,73.36,82,7,3.29,clear sky
490,Artyom,AZ,40.4723,50.333,48.34,76,0,8.97,clear sky
491,Skjervoy,NO,70.0311,20.9714,22.5,51,26,13.18,scattered clouds
492,Licheng,CN,23.2955,113.8284,55.33,39,0,4.74,clear sky
493,Te Anau,NZ,-45.4167,167.7167,63.57,50,8,2.37,clear sky
494,Shizunai,JP,42.3339,142.3669,47.1,75,4,4.79,clear sky
495,Avera,US,33.194,-82.5271,68.68,79,100,13.42,overcast clouds
496,Khirkiya,IN,22.1674,76.8605,60.8,71,0,8.14,clear sky
497,Goundi,TD,9.3627,17.366,75.99,28,80,3.89,broken clouds
498,Pushkinskiye Gory,RU,57.0209,28.9103,11.03,97,99,3.74,overcast clouds
499,Puerto Leguizamo,CO,-0.1934,-74.7819,73.08,97,100,2.13,overcast clouds
500,Am Timan,TD,11.0297,20.2827,76.57,25,8,6.89,clear sky
501,Champerico,GT,14.3,-91.9167,83.35,71,50,6.22,scattered clouds
502,Casa Nova,BR,-9.4167,-41.1333,78.78,58,0,14.83,clear sky
503,Tari,NG,12.4086,4.4914,73.74,20,100,10.67,overcast clouds
504,Sioux Lookout,CA,50.1001,-91.917,-7.22,77,40,6.91,light shower snow
505,Hammerfest,NO,70.6634,23.6821,21.65,68,0,6.91,clear sky
506,Kawhia,NZ,-38.0651,174.8183,80.15,73,100,9.19,overcast clouds
507,Xining,CN,36.6167,101.7667,26.56,41,100,0.89,overcast clouds
508,Kirksville,US,40.1948,-92.5833,25.12,50,1,3.0,clear sky
509,Rondonopolis,BR,-16.4708,-54.6356,77.47,83,52,1.5,broken clouds
510,Panaba,MX,21.2833,-88.2667,77.7,78,4,7.83,clear sky
511,Le Vauclin,MQ,14.5452,-60.8388,80.65,69,20,11.5,few clouds
512,Torbat-E Jam,IR,35.244,60.6225,46.45,27,0,7.34,clear sky
513,Abu Samrah,SY,35.3029,37.1841,51.48,51,2,9.75,clear sky
514,The Pas,CA,53.8251,-101.2541,-12.98,77,75,3.44,broken clouds
515,Paramonga,PE,-10.6667,-77.8333,67.33,85,99,7.76,overcast clouds
516,Scarborough,GB,54.2797,-0.4044,39.02,89,12,4.0,few clouds
517,Khipro,PK,25.8285,69.3772,62.51,28,0,9.01,clear sky
518,Rockport,US,28.0206,-97.0544,66.25,64,75,5.99,broken clouds
519,Junction City,US,39.0286,-96.8314,30.61,58,75,3.44,broken clouds
520,Mangan,IN,27.5167,88.5333,54.54,73,8,7.72,clear sky
521,Gat,IL,31.61,34.7642,66.78,38,100,3.62,overcast clouds
522,Kushima,JP,31.4583,131.2333,56.71,55,0,2.1,clear sky
523,Cayenne,GF,4.9333,-52.3333,77.09,90,0,0.0,clear sky
524,Prince George,CA,53.9166,-122.753,20.64,85,90,2.3,overcast clouds
525,Helena,US,46.5927,-112.0361,34.99,87,90,1.01,light snow
526,Kavieng,PG,-2.5744,150.7967,82.26,80,100,12.44,moderate rain
527,Dauphin,CA,51.1494,-100.0502,-2.06,65,1,14.97,clear sky
528,Diamantino,BR,-14.4086,-56.4461,74.8,92,81,0.11,broken clouds
529,Ucluelet,CA,48.9329,-125.5528,43.09,87,100,1.01,overcast clouds
530,Hambantota,LK,6.1241,81.1185,73.74,100,20,2.3,few clouds
531,Aykhal,RU,66.0,111.5,-28.95,100,67,5.91,broken clouds
532,Mahanje,TZ,-9.9333,35.3333,63.34,88,39,3.22,scattered clouds
533,San Jeronimo,PE,-11.9472,-75.2829,52.3,83,98,3.38,overcast clouds
534,Suntar,RU,62.1444,117.6319,-21.86,97,25,3.0,scattered clouds
535,Porto Recanati,IT,43.4365,13.6613,42.87,42,14,20.42,few clouds
536,Guerrero Negro,MX,27.9769,-114.0611,64.17,77,0,11.01,clear sky
537,Mersing,MY,2.4312,103.8405,80.51,78,40,10.36,scattered clouds
538,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.02,73,36,10.49,scattered clouds
539,Tandil,AR,-37.3217,-59.1332,67.3,59,0,1.01,clear sky
540,Whyalla,AU,-33.0333,137.5833,64.29,72,90,17.27,overcast clouds
541,Waipawa,NZ,-41.4122,175.5153,55.02,97,100,3.18,moderate rain
542,Praia,CV,14.9215,-23.5087,73.94,83,20,19.57,few clouds
543,Mafinga,TZ,-7.25,35.0667,69.1,68,95,2.93,overcast clouds
544,Salekhard,RU,66.53,66.6019,6.89,89,100,7.25,overcast clouds
545,Lakheri,IN,25.6667,76.1667,60.6,66,0,4.25,clear sky
546,Gilbues,BR,-9.8317,-45.3439,78.26,67,100,1.88,light rain
547,Mount Gambier,AU,-37.8333,140.7667,60.71,44,75,13.8,broken clouds
548,Inirida,CO,3.8653,-67.9239,74.97,95,47,2.39,scattered clouds
549,Concordia,AR,-31.393,-58.0209,78.78,49,0,3.0,clear sky
550,Aksu,CN,41.1231,80.2644,25.79,58,5,1.74,clear sky
551,Mandalgovi,MN,45.7625,106.2708,22.77,31,100,7.78,overcast clouds
552,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.19,93,90,6.71,light intensity shower rain
553,Tanout,NE,14.9709,8.8879,66.97,17,18,10.6,few clouds
554,Hofn,IS,64.2539,-15.2082,38.17,66,100,17.34,overcast clouds
555,Gayny,RU,60.3071,54.3241,-11.31,100,81,4.7,broken clouds
556,Dubbo,AU,-32.25,148.6167,78.93,57,75,12.66,broken clouds
557,Mildura,AU,-34.2,142.15,71.08,37,0,12.66,clear sky
558,Ibi,ES,38.6253,-0.5723,51.76,53,7,7.11,clear sky
559,Utete,TZ,-7.986,38.758,70.93,98,82,2.26,moderate rain
560,Lajas,PR,18.05,-67.0593,78.12,81,0,5.01,clear sky
561,Waitati,NZ,-45.75,170.5667,52.21,95,100,5.97,overcast clouds
562,China,MX,25.7,-99.2333,71.37,50,100,23.4,overcast clouds
563,Skibbereen,IE,51.55,-9.2667,40.8,71,100,21.94,light rain
564,Solvychegodsk,RU,61.3305,46.9156,-15.03,100,92,2.35,overcast clouds
565,Iturama,BR,-19.7281,-50.1956,77.88,58,57,4.27,broken clouds
566,La Grande,US,45.3246,-118.0877,40.95,93,100,4.76,overcast clouds
567,Mana,GF,5.6592,-53.7767,76.96,92,99,7.74,overcast clouds
568,Qaqortoq,GL,60.7167,-46.0333,19.54,58,0,25.26,clear sky
569,Nortelandia,BR,-14.4547,-56.8028,75.07,95,86,1.68,overcast clouds
570,Manica,FR,49.0,-1.1667,40.41,79,100,4.29,overcast clouds
571,Crystal Beach,CA,42.8699,-79.0583,37.47,63,42,10.0,scattered clouds
572,Butembo,CD,0.15,29.2833,58.64,83,100,3.6,overcast clouds
573,Kemin,KG,42.7846,75.6892,35.74,45,87,4.7,overcast clouds
574,Gornoye Loo,RU,43.7129,39.6049,51.58,64,38,7.76,scattered clouds
575,Bandar-E Lengeh,IR,26.5579,54.8807,68.11,68,1,9.22,clear sky
576,Ust-Nera,RU,64.5667,143.2,-38.97,100,68,3.49,broken clouds
577,Kilindoni,TZ,-7.9139,39.6668,80.94,74,10,8.9,clear sky
578,Alekseyevskaya,RU,50.2896,42.1845,28.74,93,100,9.93,overcast clouds
579,Okha,RU,53.5739,142.9478,19.85,80,64,24.2,light snow
580,Kiruna,SE,67.8557,20.2251,-23.69,98,44,3.36,scattered clouds
581,Cuamba,MZ,-14.8031,36.5372,74.43,54,99,4.56,overcast clouds
582,Salsomaggiore Terme,IT,44.8148,9.9796,34.92,57,7,3.74,clear sky
583,Senneterre,CA,48.3835,-77.2328,19.62,91,100,11.88,overcast clouds
584,Baoqing,CN,46.3317,132.2111,21.34,86,5,4.74,clear sky
585,Maun,BW,-19.9833,23.4167,72.05,60,77,5.26,broken clouds
586,Jhang,PK,33.6748,72.6963,51.62,60,1,3.33,clear sky
587,Zalantun,CN,48.0,122.7167,19.71,72,3,3.74,clear sky
588,Lundazi,ZM,-12.2929,33.1782,67.44,63,7,4.59,clear sky
589,Gwadar,PK,25.1216,62.3254,71.31,47,0,5.19,clear sky
590,Belmonte,BR,-15.8631,-38.8828,76.51,85,100,7.54,heavy intensity rain
591,Sabha,LY,27.0377,14.4283,45.05,39,0,12.28,clear sky
592,Itamaraca,BR,-7.7478,-34.8256,79.23,71,0,9.4,clear sky
593,Aasiaat,GL,68.7098,-52.8699,11.8,96,99,8.01,overcast clouds
594,Eregli,TR,37.5133,34.0467,43.41,72,10,4.21,clear sky
595,Kaeo,NZ,-35.1,173.7833,72.32,86,100,6.58,overcast clouds
596,Chavakkad,IN,10.5333,76.05,76.37,87,58,5.99,broken clouds
597,Ikongo,MG,-21.8833,47.4333,67.84,97,13,2.17,few clouds
598,Guiratinga,BR,-16.3494,-53.7583,75.49,79,30,1.05,scattered clouds
599,Littleton,US,39.6133,-105.0166,45.34,41,100,5.14,overcast clouds
600,Talara,PE,-4.5772,-81.2719,66.76,87,100,10.42,overcast clouds
601,Byron Bay,AU,-28.65,153.6167,81.05,70,100,3.31,overcast clouds
602,Antofagasta,CL,-23.65,-70.4,63.93,78,100,4.72,overcast clouds
603,Amurzet,RU,47.6967,131.0981,12.36,90,83,5.55,broken clouds
604,Lagoa,PT,39.05,-27.9833,63.55,85,44,21.97,scattered clouds
605,Yatou,CN,37.15,122.3833,44.49,55,0,10.0,clear sky
606,Pafos,CY,34.7667,32.4167,60.58,82,5,3.44,clear sky
607,Port Hedland,AU,-20.3167,118.5667,91.45,58,84,6.91,broken clouds
608,Miri,MY,4.4148,114.0089,79.03,83,99,8.32,overcast clouds
609,Novobirilyussy,RU,56.9514,90.6661,26.73,95,100,9.35,light snow
610,Berlevag,NO,70.8578,29.0864,22.57,86,100,12.84,overcast clouds
611,Nikolayevka,RU,53.1257,47.2041,21.96,96,100,6.67,overcast clouds
612,Manavalakurichi,IN,8.1333,77.3,78.89,84,28,6.98,scattered clouds
613,Shingu,JP,33.7333,135.9833,57.63,90,100,5.37,overcast clouds
614,Saint-Joseph,RE,-21.3667,55.6167,73.78,79,17,8.99,few clouds
615,Niksar,TR,40.5917,36.9517,47.91,63,45,7.38,scattered clouds
616,Mpika,ZM,-11.8343,31.4529,65.48,63,21,4.16,few clouds
617,Urucara,BR,-2.5364,-57.76,75.7,96,100,0.89,overcast clouds
618,Male,MV,4.1748,73.5089,82.18,75,72,9.78,broken clouds
619,Port Hardy,CA,50.6996,-127.4199,39.76,90,100,18.34,light rain
620,Pop,UZ,40.8736,71.1089,37.89,49,99,3.98,overcast clouds
621,Normandin,CA,48.8333,-72.5321,28.71,98,100,7.16,overcast clouds
622,Merthyr Tydfil,GB,51.7479,-3.3778,41.22,86,99,3.04,overcast clouds
623,Santa Cruz,BO,-17.8,-63.1667,74.1,63,22,6.64,few clouds
624,Saint-Ambroise,CA,48.5501,-71.3324,30.58,99,100,5.7,snow
625,Tambacounda,SN,13.7539,-13.7586,78.21,12,6,9.71,clear sky
626,Amparafaravola,MG,-17.5833,48.2167,61.03,97,11,3.18,few clouds
627,Inca,ES,39.7211,2.9109,53.44,82,83,4.88,broken clouds
628,Fort Dodge,US,42.4975,-94.168,15.89,57,1,4.61,clear sky
629,Novospasskoye,RU,53.1468,47.7514,22.75,93,100,6.31,overcast clouds
630,Marihatag,PH,8.7936,126.2969,74.7,97,100,2.91,overcast clouds
631,Manaure,CO,11.7751,-72.4445,80.64,68,16,19.39,few clouds
632,Aloleng,PH,16.1307,119.7824,79.5,64,11,8.57,few clouds
633,Teguise,ES,29.0605,-13.564,59.22,77,20,10.36,few clouds
634,La Ronge,CA,55.1001,-105.2842,-2.87,94,100,2.73,overcast clouds
635,Nanakuli,US,21.3906,-158.1547,75.15,88,90,5.75,heavy intensity rain
636,Smithers,CA,54.7804,-127.1743,14.32,92,75,0.0,broken clouds
637,Birao,CF,10.2849,22.7882,71.58,21,7,5.91,clear sky
638,Linqiong,CN,30.4159,103.4609,49.28,92,100,2.98,overcast clouds
639,Kensington,AU,-33.9167,151.2167,80.76,72,40,1.99,scattered clouds
640,Bayan,CN,46.0833,127.4,19.11,87,23,6.42,few clouds
641,Melbu,NO,68.5044,14.8297,17.22,65,15,5.84,few clouds
642,Pisco,PE,-13.7,-76.2167,66.02,88,100,5.7,overcast clouds
643,Kevsala,RU,45.7983,42.6903,44.28,79,97,9.15,overcast clouds
644,Kankon,IN,15.0167,74.0167,71.83,75,69,4.79,light rain
645,Catuday,PH,16.2923,119.8062,77.5,67,11,9.75,few clouds
646,Tazovskiy,RU,67.4667,78.7,-5.8,97,98,9.48,overcast clouds
647,Mareeba,AU,-17.0,145.4333,88.32,55,13,7.27,few clouds
648,East Wenatchee Bench,US,47.4257,-120.2812,35.98,69,100,2.26,overcast clouds
649,Alihe,CN,50.5667,123.7167,12.96,83,15,2.35,few clouds
650,Ozernovskiy,RU,51.5,156.5167,36.93,97,100,30.85,light rain
651,Chikola,RU,43.1906,43.9209,24.71,65,0,3.58,clear sky
652,Christchurch,NZ,-43.5333,172.6333,58.32,92,90,3.44,light rain
653,Yarmouth,US,41.7057,-70.2286,65.44,93,90,15.99,overcast clouds
654,Paamiut,GL,61.994,-49.6678,17.49,77,100,4.41,light snow
655,Yaan,NG,7.3833,8.5667,77.07,61,100,4.5,overcast clouds
656,Ipubi,BR,-7.6519,-40.1489,79.83,52,87,2.77,overcast clouds
657,Huanren,CN,41.2647,125.3667,23.04,85,54,2.37,broken clouds
658,Parana,AR,-31.732,-60.5238,81.57,45,0,17.09,clear sky
659,Ojinaga,MX,29.5667,-104.4167,59.95,36,1,0.0,clear sky
660,Havelock,US,34.8791,-76.9013,64.38,88,100,5.99,overcast clouds
661,Port Keats,AU,-14.25,129.55,90.91,55,100,7.02,overcast clouds
662,Kwinana,AU,-32.25,115.7667,74.8,53,0,18.48,clear sky
663,Sokolo,ML,14.7328,-6.1219,71.71,15,4,10.18,clear sky
664,Birjand,IR,32.8663,59.2211,44.42,27,6,4.5,clear sky
665,Mariental,NA,-24.6333,17.9667,72.19,21,0,2.95,clear sky
666,Kota Belud,MY,6.351,116.4305,78.66,84,100,2.71,overcast clouds
667,Sistranda,NO,63.7256,8.834,21.16,72,5,13.27,clear sky
668,Vallenar,CL,-28.5708,-70.7581,67.39,52,32,2.89,scattered clouds
669,Pemba,MZ,-12.974,40.5178,79.07,81,26,6.35,scattered clouds
670,Robertsport,LR,6.7533,-11.3686,81.03,79,5,7.78,light rain
671,Tiznit,MA,29.5833,-9.5,57.54,28,0,5.21,clear sky
672,Konin,PL,52.2234,18.2512,27.05,84,65,4.07,broken clouds
673,Boguchar,RU,49.9358,40.545,32.49,96,100,8.55,overcast clouds
674,Miraflores,MX,19.2167,-98.8083,69.03,58,89,3.62,overcast clouds
675,Coihaique,CL,-45.5752,-72.0662,61.09,72,0,4.76,clear sky
676,Garissa,KE,-0.4536,39.6401,76.64,80,48,7.92,scattered clouds
677,Bar Harbor,US,44.3876,-68.2039,58.26,84,90,21.85,overcast clouds
678,Potsdam,DE,52.3989,13.0657,33.19,96,100,7.11,overcast clouds
679,Barguzin,RU,53.6167,109.6167,23.34,85,35,4.14,scattered clouds
680,Safaga,EG,26.7292,33.9365,66.11,53,100,2.01,overcast clouds
681,Ambunti,PG,-4.2365,142.8448,87.93,64,83,2.53,broken clouds
682,Rongcheng,CN,30.634,117.8517,50.74,46,8,5.39,clear sky
683,The Valley,AI,18.217,-63.0578,80.1,66,0,20.67,clear sky
